CustomerID,PersonID,StoreID,TerritoryID,AccountNumber,rowguid,ModifiedDate,VIP
13318,10062,NULL,6,AW00013318,D746DCFA-FB60-4913-99DF-A9F1FC2FA86E,15:07.3,0
13319,14873,NULL,1,AW00013319,6D627896-693E-4813-B0ED-2A7F85A01B34,15:07.3,0
13320,11387,NULL,4,AW00013320,18FAB8E8-8466-4195-9229-62B0AAD4FF06,15:07.3,0
13321,7693,NULL,1,AW00013321,58DA3BFA-8109-4F1B-98D1-D16B9B961F93,15:07.3,0
13322,12674,NULL,1,AW00013322,B3B9BBBB-1BDA-48C0-BD7B-BCF340D75291,15:07.3,0
13323,16901,NULL,4,AW00013323,C5364ADB-AB3E-4EED-835F-C4E909C59E7F,15:07.3,0
13324,20206,NULL,4,AW00013324,3518D228-0494-46E9-B553-ADF4DBEA591E,15:07.3,0
13325,4648,NULL,4,AW00013325,EAAA1870-4306-4907-B41D-02BF6208D497,15:07.3,0
13326,16023,NULL,4,AW00013326,22B4EBEF-24F6-4024-A1B8-24B1FD72D1D1,15:07.3,0
13327,7530,NULL,1,AW00013327,25D6785B-1599-4BA7-AC7C-EC1E5B60DA1B,15:07.3,0
13328,14921,NULL,6,AW00013328,8BE6DCBD-A473-4FE4-899E-086686E20267,15:07.3,0
13329,5385,NULL,4,AW00013329,B5FA7FB8-A7E9-4ABD-9D20-81BCA222F7B8,15:07.3,0
13330,3275,NULL,6,AW00013330,6A5F27CD-7860-4716-B388-B17ADD0EDA1D,15:07.3,0
13331,19072,NULL,4,AW00013331,5C3BAC7A-AA86-4337-9C2A-11977108D194,15:07.3,0
13332,6849,NULL,4,AW00013332,6A5D5834-A061-4503-BA34-62794B466DD4,15:07.3,0
13333,20010,NULL,4,AW00013333,4248D706-6F01-4A9B-892C-F3F42758501F,15:07.3,0
13334,8929,NULL,1,AW00013334,8E5A0E45-FF1A-43D0-B85F-08C1AA76C3B5,15:07.3,0
13335,20180,NULL,4,AW00013335,F3EBF01D-8027-4241-8D0C-BEC40188BE1F,15:07.3,0
13336,9810,NULL,4,AW00013336,B92C3C21-A10F-4C43-909A-3A6CE28E3D24,15:07.3,0
13337,3709,NULL,1,AW00013337,9CF4D2C5-95FE-4AA8-B99D-88986D055213,15:07.3,0
13338,9971,NULL,4,AW00013338,F2312C8B-2749-47F0-B451-83FFD008C2D5,15:07.3,0
13339,11466,NULL,4,AW00013339,A8498901-2116-4483-84D1-410EA128B54F,15:07.3,0
13340,9328,NULL,4,AW00013340,61A5280E-28E1-493E-BA96-6B57539C33D0,15:07.3,0
13341,4815,NULL,4,AW00013341,87B7FD8F-EFA5-4BCD-BD36-14CDFBCFAA56,15:07.3,0
13342,18288,NULL,4,AW00013342,F539ED75-6787-466B-BF02-2E4F81D8F603,15:07.3,0
13343,8113,NULL,6,AW00013343,96127B4F-B1BF-49F2-A470-3187E72BC207,15:07.3,0
13344,9129,NULL,1,AW00013344,F6FF0E28-71E9-4F80-B48A-58595A0F0124,15:07.3,0
13345,13469,NULL,6,AW00013345,FC877420-3A9C-4235-B3FF-E63B305CB5E1,15:07.3,0
13346,2595,NULL,1,AW00013346,79F52611-7604-43CF-B83B-054E21DC3074,15:07.3,0
13347,11381,NULL,4,AW00013347,C9600BBB-7A7E-4D79-BBDC-2665FB6AB990,15:07.3,0
13348,16932,NULL,4,AW00013348,638D31F8-05F1-4D6D-AEC0-4B71522C74BD,15:07.3,0
13349,10381,NULL,4,AW00013349,61D13330-CFA2-4905-8B3F-1E2E4F0DF740,15:07.3,0
13350,14231,NULL,6,AW00013350,480CCE25-DBCB-44CB-A87A-86AF4329CF0C,15:07.3,0
13351,8535,NULL,1,AW00013351,F42D25E5-4DDA-46B7-936A-B2197F78639C,15:07.3,0
13352,18915,NULL,4,AW00013352,82B90127-E10E-4598-9B51-FEE78717AC0E,15:07.3,0
13353,6861,NULL,1,AW00013353,03187101-5196-483C-A098-DDB700C7F241,15:07.3,0
13354,16180,NULL,1,AW00013354,8E23BF73-859F-4737-87E3-2D2C317C6645,15:07.3,0
13355,4834,NULL,1,AW00013355,9EFA0357-65FE-42FC-9D3C-E0D1378AA426,15:07.3,0
13356,7364,NULL,1,AW00013356,BA56D8DA-E0EF-4128-BCFC-E7E9307DD79E,15:07.3,0
13357,13611,NULL,4,AW00013357,B1A2A74E-96FB-4818-A64B-BCF5250A123D,15:07.3,0
13358,9329,NULL,6,AW00013358,62A0D398-6867-400B-AE12-912A5D6A64F5,15:07.3,0
13359,13864,NULL,4,AW00013359,4F0480A7-B862-41E9-B465-6F57770D6352,15:07.3,0
13360,9174,NULL,4,AW00013360,6725F203-1D22-44E0-91C5-ECD59272BB94,15:07.3,0
13361,6339,NULL,1,AW00013361,62EE8F9A-A6A4-434B-8DF1-C298CE840D5D,15:07.3,0
13362,20009,NULL,4,AW00013362,791AF6BB-6C7C-40A8-BCAD-762356762F63,15:07.3,0
13363,10916,NULL,1,AW00013363,5E461D77-F8A1-45E0-A3F6-E7BAAE3BA8D0,15:07.3,0
13364,11268,NULL,4,AW00013364,2DA78E58-0645-4BB7-82C2-429239D894CF,15:07.3,0
13365,5135,NULL,4,AW00013365,F4810C93-F8EA-475B-889C-E2468D6C61B6,15:07.3,0
13366,18216,NULL,6,AW00013366,034E08AB-DB3B-46B8-AE17-0EC0E9DE1436,15:07.3,0
13367,9371,NULL,1,AW00013367,9442A89C-BD7F-41C4-BE99-816B4FC89BDF,15:07.3,0
13368,5739,NULL,1,AW00013368,67E836D7-440B-4D2A-948C-3708C8F0C24C,15:07.3,0
13369,8081,NULL,1,AW00013369,2E5F38C9-B818-447C-8082-E86EB80773C6,15:07.3,0
13370,13587,NULL,1,AW00013370,3FE2975B-678A-4B90-A629-2A9390702C2D,15:07.3,0
13371,2897,NULL,1,AW00013371,B74DF859-94DA-46EC-9590-5DC172DEC3F0,15:07.3,0
13372,15726,NULL,1,AW00013372,2B8C4316-DA1A-41B5-91B3-A34FA9E43C6F,15:07.3,0
13373,8804,NULL,4,AW00013373,5A11F8AD-DFAD-4602-B26F-F701602D75CF,15:07.3,0
13374,3890,NULL,4,AW00013374,F9AC4C07-F7C6-47AB-9450-57D018ACDDFD,15:07.3,0
13375,5421,NULL,4,AW00013375,7A7CFB57-DF3C-46FE-A2A9-90DEF3E9927F,15:07.3,0
13376,16918,NULL,4,AW00013376,1F091BE6-EC8B-48B5-AB38-5AE488B29CA7,15:07.3,0
13377,17022,NULL,4,AW00013377,7711FFA8-424A-44EF-9E6C-40E9F1AA24F5,15:07.3,0
13378,2772,NULL,4,AW00013378,61087F8D-84AB-4000-AAF6-B0B72BE9420F,15:07.3,0
13379,8986,NULL,1,AW00013379,F3A3D648-68A0-4BE6-BC76-7470C61D1B14,15:07.3,0
13380,10144,NULL,4,AW00013380,AAE5A10B-9C3E-412F-B669-3AAF085ABECD,15:07.3,0
13381,7401,NULL,4,AW00013381,E4420D69-583F-4036-B732-1EE5FCB22BE1,15:07.3,0
13382,15402,NULL,4,AW00013382,48489ADD-03CB-4FA3-BBD3-3AE02A3648C6,15:07.3,0
13383,10549,NULL,1,AW00013383,BE4DF515-A84E-489E-99D3-053E5A85C257,15:07.3,0
13384,16836,NULL,1,AW00013384,D1CDEB75-80E6-416F-9152-39EC480F433B,15:07.3,0
13385,9180,NULL,1,AW00013385,826C2ED7-D5B8-472A-9639-8131BA2C3B86,15:07.3,0
13386,6000,NULL,1,AW00013386,EE8F5950-BF2F-4F21-909A-2AF8CE5EC6FF,15:07.3,0
13387,7274,NULL,4,AW00013387,F5577774-00F4-43F3-A47F-D947B2BBEFB0,15:07.3,0
13388,11300,NULL,4,AW00013388,9E201E87-29E0-4250-8281-2EF467164DE0,15:07.3,0
13389,12330,NULL,4,AW00013389,4D576327-9EBC-41B8-B472-EC2AFC6D4375,15:07.3,0
13390,9380,NULL,4,AW00013390,7CCBE01F-33D0-4C94-8A7A-021D69666BB2,15:07.3,0
13391,15355,NULL,6,AW00013391,D3DFAE8C-DCFA-4955-8C5C-E637299304CA,15:07.3,0
13392,15540,NULL,1,AW00013392,5318DA97-CE14-4EFF-B6FB-2101BB0D6D6D,15:07.3,0
13393,13388,NULL,1,AW00013393,412653EB-07CA-4F9C-9A28-013FFA10591A,15:07.3,0
13394,18852,NULL,1,AW00013394,829643EB-FC91-41EF-B78C-8EDC611D6C42,15:07.3,0
13395,5876,NULL,1,AW00013395,86C2718C-D4CA-4E83-A9F8-08568EFE2BF9,15:07.3,0
13396,6686,NULL,1,AW00013396,27B005F4-A70C-4E5C-81FD-D462E9FB6D44,15:07.3,0
13397,16512,NULL,1,AW00013397,837809DD-93DB-4BEE-89EF-BAFF125B33C6,15:07.3,0
13398,6445,NULL,1,AW00013398,5E6244A7-23FD-405D-8BE1-C5C7F5D0E7ED,15:07.3,0
13399,4267,NULL,4,AW00013399,5113B432-2573-4B79-9E53-6E8793AA0E39,15:07.3,0
13400,11050,NULL,4,AW00013400,39AF7D6C-0C76-4F3A-B166-7D23C1377D57,15:07.3,0
13401,8760,NULL,4,AW00013401,3A93A98B-A7A2-4C0B-8404-8508F15DE6D7,15:07.3,0
13402,16027,NULL,4,AW00013402,D25599CF-11B9-4325-81C3-25B456D0DAAC,15:07.3,0
13403,11096,NULL,1,AW00013403,215AEEB0-DC20-48E3-84E3-C8243D5EE8C1,15:07.3,0
13404,16710,NULL,10,AW00013404,6FB0C286-362D-4F65-A5DA-29147B3443B6,15:07.3,0
13405,6510,NULL,7,AW00013405,8E797BE9-0C79-4EC6-95FB-C4021DF2D9D2,15:07.3,0
13406,19058,NULL,8,AW00013406,B350AF46-DFB5-4D2F-AA0D-F6F1D0C599E4,15:07.3,0
13407,19628,NULL,10,AW00013407,0DCA758F-5DDF-41C6-BF33-A2B2998D168E,15:07.3,0
13408,2981,NULL,10,AW00013408,48896237-13AB-4B47-A334-E9372A01060E,15:07.3,0
13409,19347,NULL,7,AW00013409,65A6A317-90CD-4AE3-996C-30A5A61C130C,15:07.3,0
13410,15306,NULL,8,AW00013410,5CA0AC67-1B1D-4AA1-ABA3-3B89233D44F9,15:07.3,0
13411,6364,NULL,10,AW00013411,3913FCD7-A4E5-4A17-AA1E-B8B1926E3EE5,15:07.3,0
13412,12810,NULL,10,AW00013412,427DFCB5-05F6-4400-AAED-7EB553DC5CA7,15:07.3,0
13413,3900,NULL,1,AW00013413,FEC2CCA5-5D92-4D64-BC2F-A30A2E9D7947,15:07.3,0
13414,4075,NULL,1,AW00013414,8B288326-DC97-4F77-AF18-64066D9F24D2,15:07.3,0
13415,15403,NULL,4,AW00013415,4C291396-D51B-49F9-A642-DAAC55045FE6,15:07.3,0
13416,4585,NULL,4,AW00013416,33BBAC09-B258-4C42-B80F-AE43D4BF32E8,15:07.3,0
13417,14818,NULL,4,AW00013417,75CA9975-E221-47B3-BCBF-269792492038,15:07.3,0
13418,14807,NULL,6,AW00013418,94460638-F773-4A47-B836-3FE96D45CF7D,15:07.3,0
13419,19040,NULL,1,AW00013419,EFB64FFB-3860-486B-B591-1D9907BA7939,15:07.3,0
13420,9617,NULL,4,AW00013420,2AAE3646-82D0-495C-BD20-7515E6AE6075,15:07.3,0
13421,20198,NULL,4,AW00013421,6803E74E-7925-47B3-B77D-041ED8AAAB9F,15:07.3,0
13422,7749,NULL,4,AW00013422,F769926F-4530-4511-90E5-FEE81437844B,15:07.3,0
13423,14395,NULL,6,AW00013423,EE54033A-4BFC-43B8-8555-722EEDE9A7A7,15:07.3,0
13424,11400,NULL,1,AW00013424,04C08D48-0D65-4152-AFDC-8CC80E9E216B,15:07.3,0
13425,17392,NULL,1,AW00013425,4B2C24CC-A143-4C4E-A0C9-0BC7DB7C4975,15:07.3,0
13426,12130,NULL,4,AW00013426,DF9B6A91-49C3-43EE-A308-6D72DDE6FA41,15:07.3,0
13427,5619,NULL,4,AW00013427,2E379AFF-5743-4602-BD62-3158D88B0BA5,15:07.3,0
13428,14575,NULL,4,AW00013428,67CC067E-32C3-432A-A61B-8CE081A55238,15:07.3,0
13429,3350,NULL,4,AW00013429,16FCCD9B-EB31-43FD-9305-9CE9B72F99AD,15:07.3,0
13430,13661,NULL,4,AW00013430,DA253595-24FC-403C-8BCB-B6AADC3753BE,15:07.3,0
13431,14015,NULL,1,AW00013431,BC21BBD8-A3FF-4842-8F5E-05B383F3F51A,15:07.3,0
13432,13448,NULL,1,AW00013432,3B146FD3-8DA2-4EBA-A323-DAD428B7E91E,15:07.3,0
13433,5648,NULL,4,AW00013433,64418A74-3843-4CF2-A7C7-F0C34A6E514F,15:07.3,0
13434,10541,NULL,6,AW00013434,F00DED6A-0232-41EE-9658-898666D1DC03,15:07.3,0
13435,16426,NULL,4,AW00013435,114D2F1F-7729-4E03-A153-3C1E92F38219,15:07.3,0
13436,12212,NULL,1,AW00013436,398560A7-2A81-4824-99A5-755EDA0A5F46,15:07.3,0
13437,6501,NULL,1,AW00013437,9D96354C-EB75-4EA4-BE15-B90559F282CB,15:07.3,0
13438,20328,NULL,1,AW00013438,0EC7611C-6D49-4384-9F69-E0F1F0D012E0,15:07.3,0
13439,9876,NULL,4,AW00013439,D77B0221-089D-4837-A136-995312965AF6,15:07.3,0
13440,10756,NULL,6,AW00013440,5C61580F-34DB-4467-A988-1335C6D31225,15:07.3,0
13441,12673,NULL,1,AW00013441,12BFD52B-B0E7-4D1B-B9F7-A7755849939D,15:07.3,0
13442,15159,NULL,1,AW00013442,8747F295-046F-4844-B0B7-AB707578330B,15:07.3,0
13443,11402,NULL,1,AW00013443,466AC760-14D3-42A8-89A3-3845C9BC8C78,15:07.3,0
13444,18047,NULL,4,AW00013444,ECD8148E-7BDD-47C8-B739-8F6E51F8A5BE,15:07.3,0
13445,17683,NULL,4,AW00013445,EDAF7175-DAB8-4F0A-9005-ACEEDC3FA918,15:07.3,0
13446,10183,NULL,4,AW00013446,AAF4152F-719F-4CBE-8169-7C7C62D0DC52,15:07.3,0
13447,20030,NULL,4,AW00013447,11B15DF0-19AF-4C70-AF1B-F308EB1A2A81,15:07.3,0
13448,8634,NULL,4,AW00013448,58B78C07-DDA8-4831-BAE7-7D8F2A34E843,15:07.3,0
13449,7692,NULL,1,AW00013449,EE237608-EE04-4094-AEBF-828DC226B236,15:07.3,0
13450,11796,NULL,1,AW00013450,510E8917-5468-48BC-AD7C-6969B9AB576C,15:07.3,0
13451,13746,NULL,4,AW00013451,991E7254-15C5-4363-B731-64980B689BEB,15:07.3,0
13452,9269,NULL,4,AW00013452,3DB54BCB-BA84-4F4C-8474-02A05411B417,15:07.3,0
13453,3009,NULL,4,AW00013453,6769FF0C-A213-44D9-B282-F11A4545BDE7,15:07.3,0
13454,6730,NULL,4,AW00013454,4F0EEF34-82D2-44A7-953F-FD18BEF8D1CC,15:07.3,0
13455,20640,NULL,4,AW00013455,23F24657-356D-4FB6-ADBC-68445D0D4ABC,15:07.3,0
13456,10433,NULL,1,AW00013456,15F4A4AD-81E9-4749-915D-732C3139EE83,15:07.3,0
13457,5276,NULL,1,AW00013457,5E101735-95F6-4E0C-83EB-47D424591850,15:07.3,0
13458,3402,NULL,1,AW00013458,A2927198-5290-4AEB-8FAD-AB9C078FE6BD,15:07.3,0
13459,13716,NULL,4,AW00013459,091B9977-7247-4BB8-B0BD-F71683CD0B00,15:07.3,0
13460,11426,NULL,6,AW00013460,D92A16F4-7251-48B4-9D13-9908B4F2BA25,15:07.3,0
13461,18595,NULL,4,AW00013461,FE0BDF62-D9A5-4DCB-B8AE-D2E4989E4C04,15:07.3,0
13462,10276,NULL,1,AW00013462,27ACBC10-4188-49DC-B164-D5720075E244,15:07.3,0
13463,7429,NULL,4,AW00013463,59A8E4BF-84D4-436A-9E22-3CF65BDA1A97,15:07.3,0
13464,4932,NULL,4,AW00013464,1EA24BA7-F133-47CD-9E59-830E4EE2C3C9,15:07.3,0
13465,9716,NULL,4,AW00013465,70DE0FC2-95FD-49EE-B8AD-F8492EDF9EE1,15:07.3,0
13466,14005,NULL,6,AW00013466,FC5ED2BE-7C43-4509-A7C2-D647DF637841,15:07.3,0
13467,16119,NULL,1,AW00013467,13A62808-2690-4F12-941A-183D6A166048,15:07.3,0
13468,8061,NULL,1,AW00013468,9BF70FB2-AD49-422D-9C18-BF414115433F,15:07.3,0
13469,15150,NULL,1,AW00013469,D25AFFEB-7BAE-40A6-A63E-43570AB16CBA,15:07.3,0
13470,12981,NULL,4,AW00013470,D753A584-E819-4C77-8D68-724A3AD076D0,15:07.3,0
13471,5302,NULL,4,AW00013471,BEB0B4D6-3A38-4B15-92C9-BD2B4B902500,15:07.3,0
13472,13412,NULL,4,AW00013472,7EAA1D16-847B-42AD-82E3-BC6BF5179AA8,15:07.3,0
13473,16629,NULL,4,AW00013473,6E651B39-68C7-45EC-9A17-284AD26206C9,15:07.3,0
13474,11939,NULL,6,AW00013474,279B7BA2-CE15-445D-9AA6-E5037AB73399,15:07.3,0
13475,4881,NULL,4,AW00013475,803D6F98-027D-4999-AFE8-0A822E09915F,15:07.3,0
13476,17548,NULL,4,AW00013476,62167680-EC0B-453D-BC33-DA648CDB4D55,15:07.3,0
13477,2951,NULL,4,AW00013477,FD3CA7F0-E3A8-426A-9ECB-E5BDDAB8457D,15:07.3,0
13478,7102,NULL,1,AW00013478,F3B9233A-11FC-4E9A-BE85-3EBB083A67B2,15:07.3,0
13479,9046,NULL,4,AW00013479,9F116F1D-2AF5-4EC5-A463-08CDCE3F463A,15:07.3,0
13480,11609,NULL,4,AW00013480,52120FB3-EA10-4B84-978D-DCD39408CC44,15:07.3,0
13481,17000,NULL,4,AW00013481,20520A0E-F871-4D98-BEE0-D5C79DD19B7B,15:07.3,0
13482,3443,NULL,4,AW00013482,2D5D06D5-1467-486D-A126-A70AC8E6EE3A,15:07.3,0
13483,6232,NULL,1,AW00013483,F860D919-1F49-4323-B0A0-31732E7D9DC2,15:07.3,0
13484,4631,NULL,4,AW00013484,2A1BF75A-78F9-4478-A7A7-199A8B7D0ACA,15:07.3,0
13485,17473,NULL,4,AW00013485,97F4400F-53AD-41E1-A6EB-8F9BD364B002,15:07.3,0
13486,9880,NULL,6,AW00013486,3AFBE557-EF3A-47B5-8302-E635F570739A,15:07.3,0
13487,12248,NULL,4,AW00013487,88609098-E34A-4954-BBB8-FF58804C944B,15:07.3,0
13488,2406,NULL,1,AW00013488,9A451896-DE31-41DC-ACC1-BC89DC226834,15:07.3,0
13489,11111,NULL,1,AW00013489,C37C30AF-33C0-47DF-8416-42F7AC469ACF,15:07.3,0
13490,4259,NULL,4,AW00013490,2F91C1BC-024D-49BA-85F9-DA2BD2D7B77C,15:07.3,0
13491,2703,NULL,6,AW00013491,30BFAB56-0D80-4A49-9664-4E2B0671B7D8,15:07.3,0
13492,6211,NULL,4,AW00013492,BCA305EE-8BEE-40DD-A8E9-A4A7F96E744A,15:07.3,0
13493,17501,NULL,10,AW00013493,600A14CD-3555-483B-93F8-A9E4C7F4C5B1,15:07.3,0
13494,19689,NULL,8,AW00013494,8F2017DA-AFB1-4F4E-A680-9F9D369DD65C,15:07.3,0
13495,14559,NULL,10,AW00013495,24B23ED9-965E-425B-B64F-8AE9CBF6DDB7,15:07.3,0
13496,15342,NULL,7,AW00013496,B8706D02-F9DA-4F4E-924C-BE1B3D2581F0,15:07.3,0
13497,8850,NULL,8,AW00013497,9B50A047-818D-45EF-820B-E6F9907CE7FE,15:07.3,0
13498,20088,NULL,7,AW00013498,9DABD752-D0A2-40F8-A3B0-1FFC80317A43,15:07.3,0
13499,19314,NULL,7,AW00013499,1A42CB56-AD1C-46A3-8B58-66EF9063CFAC,15:07.3,0
13500,16133,NULL,8,AW00013500,54447629-B179-4F26-811F-AC661F2806F1,15:07.3,0
13501,12605,NULL,8,AW00013501,717335C7-8887-42B8-826F-4674F8AABB7E,15:07.3,0
13502,8861,NULL,8,AW00013502,03C93BC2-1625-4230-AE5B-69D437F335E9,15:07.3,0
13503,6715,NULL,10,AW00013503,F29E8E5A-7455-49B6-9B76-ED3A7044D2BF,15:07.3,0
13504,6080,NULL,7,AW00013504,92ACA49D-FBBB-4841-AA2E-DE0323B88A29,15:07.3,0
13505,2468,NULL,10,AW00013505,FD35B40F-C984-4B04-876D-508B1F165B93,15:07.3,0
13506,13364,NULL,7,AW00013506,7D40240B-9A7E-426F-B733-5A1E43D08F1C,15:07.3,0
13507,7070,NULL,10,AW00013507,241135AE-CB8A-4A0F-93F4-DFC5D2721096,15:07.3,0
13508,19648,NULL,7,AW00013508,2CE10D99-2185-44C7-AE43-203FE54A1FCE,15:07.3,0
13509,4772,NULL,10,AW00013509,74E3DF64-7A5C-4E00-B375-03A70807573D,15:07.3,0
13510,13578,NULL,7,AW00013510,1A865753-60D5-46BC-A1E1-3DC2AC37569A,15:07.3,0
13511,6456,NULL,7,AW00013511,B8A0EBB7-C587-4E55-B771-856C574B96AB,15:07.3,0
13512,1726,NULL,7,AW00013512,6E1177D4-4A83-425D-83ED-80D1D5E9F87A,15:07.3,0
13513,12797,NULL,8,AW00013513,32E772F5-14E1-436F-BBF5-2B9081071D15,15:07.3,0
13514,19822,NULL,8,AW00013514,C208A86B-285F-40B6-936F-EA10D455427E,15:07.3,0
13515,4861,NULL,8,AW00013515,D4B74DCB-9FCA-413A-98D3-E280AB9AB2E3,15:07.3,0
13516,2876,NULL,10,AW00013516,5DFAA3C8-36B4-4A56-8E63-39849A26772A,15:07.3,0
13517,5265,NULL,10,AW00013517,F9810A12-2E7F-44AC-89AC-FA4CF2726363,15:07.3,0
13518,9362,NULL,9,AW00013518,0FFAE11C-F936-466A-A4D7-308AFD76DF8A,15:07.3,0
13519,13932,NULL,9,AW00013519,C934AA29-4544-484F-9177-A474780499DF,15:07.3,0
13520,9883,NULL,9,AW00013520,B24E957D-E8DA-422B-A449-C0C3E599F132,15:07.3,0
13521,17662,NULL,9,AW00013521,709C86E6-189E-4514-87A8-B1BD47E99C97,15:07.3,0
13522,17753,NULL,9,AW00013522,A8EE323A-0A3B-4450-A5A0-DDD6B785035D,15:07.3,0
13523,7096,NULL,9,AW00013523,0EA226CD-2149-4E43-BF07-DEBBFBB1E999,15:07.3,0
13524,6202,NULL,9,AW00013524,425A178A-EDBB-428B-9110-5C0CFCA4956E,15:07.3,0
13525,19610,NULL,9,AW00013525,33B6992B-C5BB-49B4-895D-41C9F5986024,15:07.3,0
13526,17355,NULL,9,AW00013526,5F6AEE9A-6254-47FC-A866-507F149939CD,15:07.3,0
13527,8468,NULL,9,AW00013527,995B0274-B142-4CC0-A4D4-EB7C40746B2A,15:07.3,0
13528,7176,NULL,9,AW00013528,35E26E2C-D37A-4D73-A7DD-FE0B09F04A49,15:07.3,0
13529,15566,NULL,9,AW00013529,02A4E935-7703-43D5-8F7E-0D05E19074D7,15:07.3,0
13530,17352,NULL,10,AW00013530,B3AB01A1-7A89-4B7D-9051-EB7B0A880875,15:07.3,0
13531,6804,NULL,7,AW00013531,0DB175AC-E1C0-48B2-A6FE-5716082FB1F4,15:07.3,0
13532,17009,NULL,8,AW00013532,81EB89A4-254D-480D-8EEB-1B57966E2822,15:07.3,0
13533,13747,NULL,10,AW00013533,D6733E85-C6EB-492D-879A-B1220D3CBDF7,15:07.3,0
13534,6086,NULL,10,AW00013534,A9B0F76A-98BD-4E14-A772-D6E3A3652523,15:07.3,0
13535,12765,NULL,10,AW00013535,78E198B7-4DAB-4D3C-8F96-55C8C02C048A,15:07.3,0
13536,8664,NULL,7,AW00013536,FED7455E-CEC8-4881-A11A-1515146E15A9,15:07.3,0
13537,15090,NULL,7,AW00013537,6C7EF41C-9289-4115-A260-CF69F0686AC1,15:07.3,0
13538,7399,NULL,8,AW00013538,CF0D604E-777F-433D-ACC3-FD008E966B93,15:07.3,0
13539,13260,NULL,10,AW00013539,684E064D-EB48-4D3B-98F1-301EAD411174,15:07.3,0
13540,15324,NULL,8,AW00013540,614C9AD8-AD13-4612-B148-42B6093490E2,15:07.3,0
13541,8946,NULL,8,AW00013541,8AE9E3B0-53B3-4C97-A464-25361435729D,15:07.3,0
13542,8518,NULL,8,AW00013542,3F15A0BF-D1DE-4AA5-9E12-2D1A12710715,15:07.3,0
13543,20166,NULL,8,AW00013543,B45E50F6-DD6D-4E33-9067-8A66D062D09B,15:07.3,0
13544,13860,NULL,10,AW00013544,43BA5A36-474C-4327-B8CE-B373CF92576F,15:07.3,0
13545,9391,NULL,8,AW00013545,5DA31E46-679C-44B2-8C95-9F3FB889C99D,15:07.3,0
13546,17140,NULL,8,AW00013546,ED89F1ED-D8FA-48F2-9AB2-12E0C4A1405C,15:07.3,0
13547,9006,NULL,10,AW00013547,7322591B-6FC9-4F3D-8B68-6FBAA3548D71,15:07.3,0
13548,8583,NULL,8,AW00013548,96362309-0DD8-458E-88A6-3E542DB34A34,15:07.3,0
13549,4566,NULL,7,AW00013549,185C8EFA-EF5A-45F2-92D8-0380AB0ACF5F,15:07.3,0
13550,10994,NULL,7,AW00013550,AA390DCD-6C0E-4DBF-B089-E7D0C73E17A1,15:07.3,0
13551,18711,NULL,10,AW00013551,644B614A-AF08-4D45-8C12-025D1692CD00,15:07.3,0
13552,12835,NULL,7,AW00013552,48081B73-87DA-4E1E-A3F3-D191AB7FD02C,15:07.3,0
13553,3511,NULL,10,AW00013553,F3D8C6AF-DB9E-462B-B015-AC7B255067F0,15:07.3,0
13554,14992,NULL,10,AW00013554,95E8A7ED-16FE-44D8-B5D4-42EA8CF70F72,15:07.3,0
13555,7424,NULL,7,AW00013555,79037F46-0324-4287-84B6-E767BC836D7E,15:07.3,0
13556,12031,NULL,7,AW00013556,F64F9C1C-0931-4DB8-B990-54582214C8C4,15:07.3,0
13557,17591,NULL,10,AW00013557,5B2F2E8B-66EE-4528-B262-23AF4EED40F4,15:07.3,0
13558,17407,NULL,7,AW00013558,37890CE8-F030-4FFB-A79A-C825E546CE59,15:07.3,0
13559,14127,NULL,8,AW00013559,82DFB53C-91F5-4114-BC56-1E806222075A,15:07.3,0
13560,5074,NULL,8,AW00013560,E1721221-B7E3-4EA3-B2BA-42D7E7874F62,15:07.3,0
13561,19030,NULL,10,AW00013561,83ACA3A7-893E-479E-B934-926F242D9AA3,15:07.3,0
13562,3910,NULL,10,AW00013562,0AB47506-930C-4CF6-B0D2-FCE9DDEFDD6E,15:07.3,0
13563,20158,NULL,10,AW00013563,618BDBAA-A570-4CAE-BD75-6F386FB0B31C,15:07.3,0
13564,14186,NULL,7,AW00013564,B5B3E86E-3BF8-452A-A9B0-3AF60F16A93D,15:07.3,0
13565,2668,NULL,7,AW00013565,571938F4-EBA2-4D2E-82B2-D239C331F263,15:07.3,0
13566,1727,NULL,8,AW00013566,7B24B689-97BE-467F-B38D-FDD33303699F,15:07.3,0
13567,14393,NULL,8,AW00013567,2E73BF33-055B-4A36-8649-BD12C49FFB12,15:07.3,0
13568,2681,NULL,7,AW00013568,5912BB54-EFEB-4127-8D21-A83675BC7757,15:07.3,0
13569,4641,NULL,8,AW00013569,E094A97B-2F17-4C11-A25D-51A7CED463F7,15:07.3,0
13570,18161,NULL,8,AW00013570,7E38C6EF-5313-4F19-ABB0-3DD66829A685,15:07.3,0
13571,15861,NULL,7,AW00013571,3C9AA4B8-617C-4438-9067-3631B644D2D0,15:07.3,0
13572,17079,NULL,8,AW00013572,CB0291E1-4CF5-416E-882A-15719A3DE73B,15:07.3,0
13573,13197,NULL,7,AW00013573,38C701D7-5196-47C4-927B-F9C762DA31D1,15:07.3,0
13574,15376,NULL,8,AW00013574,789387D3-369E-40A9-B6AA-E90FDD878ED3,15:07.3,0
13575,19769,NULL,7,AW00013575,1842D48D-081D-48D7-BB96-0EFC0186BD76,15:07.3,0
13576,11896,NULL,10,AW00013576,C86AD4B0-6116-43C7-ACD7-C74E2CB2F011,15:07.3,0
